index|chunk|cui|source|code|string
4143|<NEW_LINE><NEW_LINE>**|-|-|-|-
4147|Discharge|C0012621|SNOMEDCT_US|75823008|Discharge
4156| |-|-|-|-
4157|Diagnosis|C0011900|SNOMEDCT_US|439401001|Diagnosis
4166|:**  <NEW_LINE>- |-|-|-|-
4174|Rhegmatogenous retinal detachment|C0271055|SNOMEDCT_US|19620000|Rhegmatogenous retinal detachment
4207| of the |-|-|-|-
4215|right eye|C0271055|<LOST>|<LOST>|Right eye structure
4224| <NEW_LINE>- |-|-|-|-
4228|Segmental|C0205122|SNOMEDCT_US|62372003|Segmental
4237| |-|-|-|-
4238|scleral buckling|C0036411|SNOMEDCT_US|26786002|Scleral buckling
4254| of the |-|-|-|-
4262|right eye|C0036411|<LOST>|<LOST>|Right eye structure
4271| <NEW_LINE>- |-|-|-|-
4275|Sulfur hexafluoride|C0038779|SNOMEDCT_US|259276004|Sulfur hexafluoride
4294| |-|-|-|-
4295|injection|C1533685|SNOMEDCT_US|59108006|Injection
4304| of the |-|-|-|-
4312|right eye|C1533685|<LOST>|<LOST>|Right eye structure
4321|<NEW_LINE><NEW_LINE>**|-|-|-|-
4325|Diagnosis|C0011900|SNOMEDCT_US|439401001|Diagnosis
4334| for |-|-|-|-
4339|Intensive Care Unit|C0021708|SNOMEDCT_US|309904001|Intensive care unit
4358|:**  <NEW_LINE>- None<NEW_LINE><NEW_LINE>**|-|-|-|-
4374|Chief Complaint|C0021708|<LOST>|<LOST>|Chief complaint
4389|:**  <NEW_LINE>- Informant: the |-|-|-|-
4412|patient|C0030705|SNOMEDCT_US|116154003|Patient
4419| <NEW_LINE>- Informant: the |-|-|-|-
4438|medical record|C0025102|SNOMEDCT_US|129465004|Medical record, device
4452| <NEW_LINE>- Blurred |-|-|-|-
4464|vision|C0042789|SNOMEDCT_US|281004000|Visual function
4470| in the |-|-|-|-
4478|right eye|C0042789|<LOST>|<LOST>|Right eye structure
4487| for 2 days<NEW_LINE><NEW_LINE>**|-|-|-|-
4502|Patient|C0030705|SNOMEDCT_US|116154003|Patient
4509| |-|-|-|-
4510|History|C0262926|SNOMEDCT_US|392521001|History of (contextual qualifier)
4517|:**<NEW_LINE><NEW_LINE>**|-|-|-|-
4524|Present|C0150312|SNOMEDCT_US|52101004|Present
4531| |-|-|-|-
4532|Illness|C0221423|SNOMEDCT_US|39104002|Illness
4539|:**  <NEW_LINE>- 22-|-|-|-|-
4550|year|C0439508|SNOMEDCT_US|259039008|per year
4554|-old |-|-|-|-
4559|male|C0086582|SNOMEDCT_US|10052007|Male structure
4563|<NEW_LINE>- Generally healthy<NEW_LINE>- |-|-|-|-
4586|No history of|C0332122|SNOMEDCT_US|14732006|No history of (contextual qualifier)
4599| |-|-|-|-
4600|systemic disease|C0442893|SNOMEDCT_US|56019007|Systemic disease
4616|<NEW_LINE>- |-|-|-|-
4619|Increasing|C0442808|SNOMEDCT_US|260369004|Increasing
4629| floaters in the |-|-|-|-
4646|right eye|C0442808|<LOST>|<LOST>|Right eye structure
4655| for 3 to 4 days <NEW_LINE>- |-|-|-|-
4675|Photopsia|C0085635|SNOMEDCT_US|56170001|Photopsia
4684| in the |-|-|-|-
4692|right eye|C0085635|<LOST>|<LOST>|Right eye structure
4701| for 2 days <NEW_LINE>- |-|-|-|-
4716|Initially|C0205265|SNOMEDCT_US|884001|Initial
4725| consulted a |-|-|-|-
4738|local|C0205276|SNOMEDCT_US|255470001|Local
4743| |-|-|-|-
4744|medical doctor|C0031831|SNOMEDCT_US|309343006|Physician
4758|<NEW_LINE>- |-|-|-|-
4761|Diagnosed|C0011900|SNOMEDCT_US|439401001|Diagnosis
4770| with |-|-|-|-
4776|retinal detachment|C0035305|SNOMEDCT_US|42059000|Retinal detachment
4794| by the |-|-|-|-
4802|local|C0205276|SNOMEDCT_US|255470001|Local
4807| |-|-|-|-
4808|medical|C0205476|SNOMEDCT_US|74188005|Medical
4815| |-|-|-|-
4816|doctor <NEW_LINE>- Referred|C0583803|SNOMEDCT_US|309014007|Referred by doctor
4834| to Mackay |-|-|-|-
4845|Hospital|C1510665|SNOMEDCT_US|22232009|Hospital
4853|<NEW_LINE>- |-|-|-|-
4856|Referred|C0034927|SNOMEDCT_US|3457005|Patient referral
4864| to National |-|-|-|-
4877|Taiwan|C0039260|SNOMEDCT_US|428675004|Taiwan
4883| |-|-|-|-
4884|University|C0041740|SNOMEDCT_US|224871002|University
4894| |-|-|-|-
4895|Hospital|C1510665|SNOMEDCT_US|22232009|Hospital
4903| for |-|-|-|-
4908|surgical|C0543467|SNOMEDCT_US|83578000|Surgical
4916| treatmentOphthalmology |-|-|-|-
4940|History|C0262926|SNOMEDCT_US|392521001|History of (contextual qualifier)
4947|: No eye |-|-|-|-
4956|surgery|C0543467|SNOMEDCT_US|257556004|Surgery
4963|, no |-|-|-|-
4968|eye injury|C0438624|SNOMEDCT_US|367423000|Contusion of eye
4978|.  <NEW_LINE>|-|-|-|-
4982|Past Medical History|C2317559|SNOMEDCT_US|417662000|History of clinical finding in subject
5002|: No |-|-|-|-
5007|diabetes|C0011849|SNOMEDCT_US|73211009|Diabetes mellitus
5015|, no |-|-|-|-
5020|high blood pressure|C0020538|SNOMEDCT_US|38341003|Hypertensive disorder, systemic arterial
5039|, no |-|-|-|-
5044|ischemic heart disease|C0151744|SNOMEDCT_US|414545008|Ischemic heart disease
5066|, no |-|-|-|-
5071|asthma|C0004096|SNOMEDCT_US|195967001|Asthma
5077|.  <NEW_LINE>Allergies: |-|-|-|-
5092|No known drug allergy|C0262581|SNOMEDCT_US|409137002|No known drug allergy
5113|.  <NEW_LINE>|-|-|-|-
5117|Family|C0015576|SNOMEDCT_US|35359004|Family
5123| |-|-|-|-
5124|History|C0262926|SNOMEDCT_US|392521001|History of (contextual qualifier)
5131|: No |-|-|-|-
5136|genetic|C0017296|SNOMEDCT_US|394613000|Gene therapy
5143| |-|-|-|-
5144|ocular|C4521296|SNOMEDCT_US|738952007|Ocular
5150| |-|-|-|-
5151|disorders|C0012634|SNOMEDCT_US|64572001|Disease
5160|.  <NEW_LINE>|-|-|-|-
5164|Current Medication:|C5397314|SNOMEDCT_US|513881000000106|Current medication as reported by patient
5183|  <NEW_LINE>- National |-|-|-|-
5197|Taiwan|C0039260|SNOMEDCT_US|428675004|Taiwan
5203| |-|-|-|-
5204|University|C0041740|SNOMEDCT_US|224871002|University
5214| |-|-|-|-
5215|Hospital|C1510665|SNOMEDCT_US|22232009|Hospital
5223|: None  <NEW_LINE>- Other |-|-|-|-
5240|medications:|C5397314|SNOMEDCT_US|513881000000106|Current medication as reported by patient
5252| None  <NEW_LINE>- |-|-|-|-
5262|Chinese Herbal Medicine|C1273412|SNOMEDCT_US|395114000|Chinese herbal medicine
5285|: None  <NEW_LINE>- |-|-|-|-
5296|Nutritional Supplements|C0242295|SNOMEDCT_US|108961000|Nutritional supplement
5319|: None  <NEW_LINE>|-|-|-|-
5328|Travel|C0040802|SNOMEDCT_US|420008001|Travel
5334| |-|-|-|-
5335|History|C0262926|SNOMEDCT_US|392521001|History of (contextual qualifier)
5342|: No |-|-|-|-
5347|recent|C0332185|SNOMEDCT_US|6493001|Recent
5353| |-|-|-|-
5354|travel|C0040802|SNOMEDCT_US|420008001|Travel
5360|.  <NEW_LINE><NEW_LINE>|-|-|-|-
5365|Physical Examination|C0031809|SNOMEDCT_US|5880005|Physical examination procedure
5385| upon |-|-|-|-
5391|Admission|C0184666|SNOMEDCT_US|32485007|Hospital admission
5400|:  <NEW_LINE>- |-|-|-|-
5406|Body height|C0005890|SNOMEDCT_US|50373000|Body height measure
5417|: 164 cm  <NEW_LINE>- |-|-|-|-
5430|Body weight|C0005910|SNOMEDCT_US|27113001|Body weight
5441|: 48 kg  <NEW_LINE>- |-|-|-|-
5453|Body temperature|C0005903|SNOMEDCT_US|386725007|Body temperature
5469|: 36.4°C  <NEW_LINE>- |-|-|-|-
5482|Heart rate|C0018810|SNOMEDCT_US|364075005|Heart rate
5492|: 77 |-|-|-|-
5497|per minute|C0702093|SNOMEDCT_US|286549009|per minute
5507|  <NEW_LINE>- |-|-|-|-
5512|Respiratory rate|C0231832|SNOMEDCT_US|86290005|Respiratory rate
5528|: 17 |-|-|-|-
5533|per minute|C0702093|SNOMEDCT_US|286549009|per minute
5543|  <NEW_LINE>- |-|-|-|-
5548|Arterial blood pressure|C1272641|SNOMEDCT_US|386534000|Arterial blood pressure
5571|: 133/96 |-|-|-|-
5580|mmHg|C0439475|SNOMEDCT_US|259018001|Millimeter of mercury
5584|  <NEW_LINE>- Pain |-|-|-|-
5594|severity|C0439793|SNOMEDCT_US|272141005|Severities
5602| rating scale: 3**|-|-|-|-
5620|Neurological Examination|C0027853|SNOMEDCT_US|84728005|Neurological examination
5644|:**<NEW_LINE><NEW_LINE>- **|-|-|-|-
5653|Level of consciousness|C0234425|SNOMEDCT_US|6942003|Level of consciousness
5675|:** The |-|-|-|-
5683|level of consciousness|C0234425|SNOMEDCT_US|6942003|Level of consciousness
5705| of the |-|-|-|-
5713|patient|C0030705|SNOMEDCT_US|116154003|Patient
5720| was observed and noted.<NEW_LINE>- **|-|-|-|-
5749|Muscle|C0026845|SNOMEDCT_US|91727004|Muscle tissue
5755| strength:** The |-|-|-|-
5772|muscle|C0026845|SNOMEDCT_US|91727004|Muscle tissue
5778| strength of the |-|-|-|-
5795|patient|C0030705|SNOMEDCT_US|116154003|Patient
5802| in each |-|-|-|-
5811|limb|C0015385|SNOMEDCT_US|66019005|Limb structure
5815| was assessed.<NEW_LINE>- **Gait assessment:** The gait of the |-|-|-|-
5869|patient|C0030705|SNOMEDCT_US|116154003|Patient
5876| was |-|-|-|-
5881|thoroughly|C4708903|SNOMEDCT_US|769407000|Thoroughly - dosing instruction fragment
5891| |-|-|-|-
5892|assessed|C1261322|SNOMEDCT_US|129265001|Evaluation - action
5900|.**|-|-|-|-
5903|Neurological Examination|C0027853|SNOMEDCT_US|84728005|Neurological examination
5927|:**<NEW_LINE><NEW_LINE>- **|-|-|-|-
5936|Level of Consciousness|C0234425|SNOMEDCT_US|6942003|Level of consciousness
5958|:** |-|-|-|-
5962|Clear|C2963144|SNOMEDCT_US|263707001|Clear
5967| and |-|-|-|-
5972|Level of Consciousness|C0234425|SNOMEDCT_US|6942003|Level of consciousness
5994|: |-|-|-|-
5996|Oriented|C0424013|SNOMEDCT_US|247663003|Orientated
6004|<NEW_LINE>- **|-|-|-|-
6009|Muscle|C0026845|SNOMEDCT_US|91727004|Muscle tissue
6015| Strength:** |-|-|-|-
6028|Normal|C0439166|SNOMEDCT_US|258744000|% normal
6034|<NEW_LINE>- **|-|-|-|-
6039|Gait Analysis|C0558820|SNOMEDCT_US|274787008|Examination of gait
6052|:** NormalGeneral |-|-|-|-
6070|Appearance|C0700364|SNOMEDCT_US|255412001|Appearances
6080|: Fair.  <NEW_LINE>Consciousness: |-|-|-|-
6105|Clear|C2963144|SNOMEDCT_US|263707001|Clear
6110|.  <NEW_LINE>Head: Generally |-|-|-|-
6130|normal|C0439166|SNOMEDCT_US|258744000|% normal
6136|.  <NEW_LINE>Eyes: Generally |-|-|-|-
6156|normal|C0439166|SNOMEDCT_US|258744000|% normal
6162|.  <NEW_LINE>Ears: Generally |-|-|-|-
6182|normal|C0439166|SNOMEDCT_US|258744000|% normal
6188|.  <NEW_LINE>Nose: Generally |-|-|-|-
6208|normal|C0439166|SNOMEDCT_US|258744000|% normal
6214|.  <NEW_LINE>|-|-|-|-
6218|Throat|C0031354|SNOMEDCT_US|54066008|Pharyngeal structure
6224|: Generally |-|-|-|-
6236|normal|C0439166|SNOMEDCT_US|258744000|% normal
6242|.  <NEW_LINE>|-|-|-|-
6246|Neck|C0027530|SNOMEDCT_US|45048000|Neck structure
6250|: |-|-|-|-
6252|Flexible|C0443220|SNOMEDCT_US|261012000|Flexible
6260|.  <NEW_LINE>|-|-|-|-
6264|Chest|C0817096|SNOMEDCT_US|51185008|Thoracic structure
6269|: |-|-|-|-
6271|Symmetrical|C0332516|SNOMEDCT_US|255473004|Symmetrical
6282| expansion. No |-|-|-|-
6297|use of|C1524063|SNOMEDCT_US|260676000|Use of
6303| |-|-|-|-
6304|accessory muscles|C0158784|SNOMEDCT_US|50847000|Accessory skeletal muscle
6321| for |-|-|-|-
6326|respiration|C0035203|SNOMEDCT_US|719983008|Breathing process
6337|.  <NEW_LINE>|-|-|-|-
6341|Abdomen|C0000726|SNOMEDCT_US|818983003|Structure of abdominopelvic cavity and/or content of abdominopelvic cavity and/or anterior abdominal wall
6348|: |-|-|-|-
6350|Soft|C0205358|SNOMEDCT_US|37378003|Soft (qualifier value)
6354| and flat. |-|-|-|-
6365|Non-tender|C0520960|SNOMEDCT_US|300821004|Non-tender
6375|.  <NEW_LINE>|-|-|-|-
6379|Extremities|C0015385|SNOMEDCT_US|66019005|Limb structure
6390|: No |-|-|-|-
6395|edema|C0013604|SNOMEDCT_US|79654002|Edema
6400|. No |-|-|-|-
6405|cyanosis|C0010520|SNOMEDCT_US|3415004|Cyanosis
6413|.**|-|-|-|-
6416|Best Corrected Visual Acuity|C1690532|SNOMEDCT_US|419775003|Best corrected visual acuity
6444|:**  <NEW_LINE>- |-|-|-|-
6452|Right Eye|C1690532|<LOST>|<LOST>|Right eye structure
6461|: |-|-|-|-
6463|Best Corrected Visual Acuity|C1690532|SNOMEDCT_US|419775003|Best corrected visual acuity
6491| |-|-|-|-
6492|Reduced|C0392756|SNOMEDCT_US|260400001|Reduced
6499|  <NEW_LINE>- |-|-|-|-
6504|Left Eye|C0392756|<LOST>|<LOST>|Left eye structure
6512|: |-|-|-|-
6514|Best Corrected Visual Acuity|C1690532|SNOMEDCT_US|419775003|Best corrected visual acuity
6542| |-|-|-|-
6543|Normal|C0439166|SNOMEDCT_US|258744000|% normal
6549|  <NEW_LINE><NEW_LINE>**|-|-|-|-
6555|Intraocular Pressure|C0021888|SNOMEDCT_US|41633001|Intraocular pressure
6575|:**  <NEW_LINE>- |-|-|-|-
6583|Right Eye|C0021888|<LOST>|<LOST>|Right eye structure
6592|: |-|-|-|-
6594|Intraocular Pressure Measurement|C0040420|SNOMEDCT_US|164729009|Tonometry
6626| |-|-|-|-
6627|Normal|C0439166|SNOMEDCT_US|258744000|% normal
6633|  <NEW_LINE>- |-|-|-|-
6638|Left Eye|C0439166|<LOST>|<LOST>|Left eye structure
6646|: |-|-|-|-
6648|Intraocular Pressure Measurement|C0040420|SNOMEDCT_US|164729009|Tonometry
6680| |-|-|-|-
6681|Normal|C0439166|SNOMEDCT_US|258744000|% normal
6687|  <NEW_LINE><NEW_LINE>**|-|-|-|-
6693|Cornea|C0010031|SNOMEDCT_US|28726007|Corneal structure
6699|:**  <NEW_LINE>- |-|-|-|-
6707|Right Eye|C0010031|<LOST>|<LOST>|Right eye structure
6716|: |-|-|-|-
6718|Cornea|C0010031|SNOMEDCT_US|28726007|Corneal structure
6724| |-|-|-|-
6725|Normal|C0439166|SNOMEDCT_US|258744000|% normal
6731|  <NEW_LINE>- |-|-|-|-
6736|Left Eye|C0439166|<LOST>|<LOST>|Left eye structure
6744|: |-|-|-|-
6746|Cornea|C0010031|SNOMEDCT_US|28726007|Corneal structure
6752| |-|-|-|-
6753|Normal|C0205307|SNOMEDCT_US|17621005|Normal
6759|  <NEW_LINE><NEW_LINE>**|-|-|-|-
6765|Conjunctiva|C0009758|SNOMEDCT_US|29445007|Conjunctival structure
6776|:**  <NEW_LINE>- |-|-|-|-
6784|Right Eye|C0009758|<LOST>|<LOST>|Right eye structure
6793|: |-|-|-|-
6795|Conjunctiva Normal|C0578603|SNOMEDCT_US|301926003|Conjunctiva normal
6813|  <NEW_LINE>- |-|-|-|-
6818|Left Eye|C0578603|<LOST>|<LOST>|Left eye structure
6826|: |-|-|-|-
6828|Conjunctiva Normal|C0578603|SNOMEDCT_US|301926003|Conjunctiva normal
6846|  <NEW_LINE><NEW_LINE>**|-|-|-|-
6852|Anterior Chamber|C0003151|SNOMEDCT_US|31636006|Anterior chamber of eye structure
6868|:**  <NEW_LINE>- |-|-|-|-
6876|Right Eye|C0003151|<LOST>|<LOST>|Right eye structure
6885|: |-|-|-|-
6887|Anterior Chamber|C0003151|SNOMEDCT_US|31636006|Anterior chamber of eye structure
6903| |-|-|-|-
6904|Normal|C0439166|SNOMEDCT_US|258744000|% normal
6910|  <NEW_LINE>- |-|-|-|-
6915|Left Eye|C0439166|<LOST>|<LOST>|Left eye structure
6923|: |-|-|-|-
6925|Anterior Chamber|C0003151|SNOMEDCT_US|31636006|Anterior chamber of eye structure
6941| |-|-|-|-
6942|Normal|C0205307|SNOMEDCT_US|17621005|Normal
6948|  <NEW_LINE><NEW_LINE>**|-|-|-|-
6954|Lens|C0023317|SNOMEDCT_US|78076003|Structure of lens of eye
6958|:**  <NEW_LINE>- |-|-|-|-
6966|Right Eye|C0023317|<LOST>|<LOST>|Right eye structure
6975|: |-|-|-|-
6977|Lens Structure|C0023317|SNOMEDCT_US|78076003|Structure of lens of eye
6991| |-|-|-|-
6992|Normal|C0205307|SNOMEDCT_US|17621005|Normal
6998|  <NEW_LINE>- |-|-|-|-
7003|Left Eye|C0205307|<LOST>|<LOST>|Left eye structure
7011|: |-|-|-|-
7013|Lens Structure|C0023317|SNOMEDCT_US|78076003|Structure of lens of eye
7027| |-|-|-|-
7028|Normal|C0205307|SNOMEDCT_US|17621005|Normal
7034|  <NEW_LINE><NEW_LINE>**|-|-|-|-
7040|Fundus|C0227544|SNOMEDCT_US|14347000|Structure of fundus of gallbladder
7046| |-|-|-|-
7047|Examination|C0031809|SNOMEDCT_US|302199004|Examination - action
7058|:**  <NEW_LINE>- |-|-|-|-
7066|Right Eye|C0031809|<LOST>|<LOST>|Right eye structure
7075|: |-|-|-|-
7077|Cup Disc Ratio|C0423471|SNOMEDCT_US|247225001|Optic cup/disc ratio
7091| |-|-|-|-
7092|Increased|C0205217|SNOMEDCT_US|35105006|Increased
7101|; |-|-|-|-
7103|Fundus|C0227544|SNOMEDCT_US|14347000|Structure of fundus of gallbladder
7109| |-|-|-|-
7110|Examination|C0031809|SNOMEDCT_US|302199004|Examination - action
7121| |-|-|-|-
7122|Retinal Detachment|C0035305|SNOMEDCT_US|42059000|Retinal detachment
7140|; |-|-|-|-
7142|Fundus|C0227544|SNOMEDCT_US|14347000|Structure of fundus of gallbladder
7148| |-|-|-|-
7149|Examination|C0031809|SNOMEDCT_US|302199004|Examination - action
7160| |-|-|-|-
7161|Retinal Break|C0031809|<LOST>|<LOST>|Retinal defect
7174|  <NEW_LINE>- |-|-|-|-
7179|Left Eye|C0031809|<LOST>|<LOST>|Left eye structure
7187|: |-|-|-|-
7189|Cup Disc Ratio|C0423471|SNOMEDCT_US|247225001|Optic cup/disc ratio
7203| |-|-|-|-
7204|Increased|C0205217|SNOMEDCT_US|35105006|Increased
7213|; |-|-|-|-
7215|Fundus|C0227544|SNOMEDCT_US|14347000|Structure of fundus of gallbladder
7221| |-|-|-|-
7222|Examination|C0031809|SNOMEDCT_US|302199004|Examination - action
7233| |-|-|-|-
7234|Retina|C0035298|SNOMEDCT_US|5665001|Retinal structure
7240| Attached  <NEW_LINE><NEW_LINE>**Changes on |-|-|-|-
7266|Transfer|C0348011|SNOMEDCT_US|129347002|Surgical transfer - action
7274|/|-|-|-|-
7275|Discharge|C0012621|SNOMEDCT_US|75823008|Discharge
7284|:**  <NEW_LINE>- |-|-|-|-
7292|Retina|C0035298|SNOMEDCT_US|5665001|Retinal structure
7298| Attached  <NEW_LINE>- |-|-|-|-
7312|Intraocular Pressure Normal|C0578863|SNOMEDCT_US|60280003|Normal intraocular pressure
7339|  <NEW_LINE><NEW_LINE>**|-|-|-|-
7345|Operation|C0543467|SNOMEDCT_US|387713003|Surgical procedure
7354|:**  <NEW_LINE>- |-|-|-|-
7362|Date|C0011008|SNOMEDCT_US|410671006|Date (attribute)
7366| of |-|-|-|-
7370|Surgery|C0543467|SNOMEDCT_US|257556004|Surgery
7377|: |-|-|-|-
7379|Date|C0011008|SNOMEDCT_US|410671006|Date (attribute)
7383| of |-|-|-|-
7387|Surgical|C0543467|SNOMEDCT_US|257556004|Surgery
7395| Treatment  <NEW_LINE>- |-|-|-|-
7410|Surgeon|C0582175|SNOMEDCT_US|304292004|Surgeon
7417|: |-|-|-|-
7419|Person|C0027361|SNOMEDCT_US|125676002|Person
7425| Performing |-|-|-|-
7437|Surgery|C0543467|SNOMEDCT_US|257556004|Surgery
7444|  <NEW_LINE><NEW_LINE>**|-|-|-|-
7450|Pre-operative|C0445204|SNOMEDCT_US|262068006|Preoperative
7463| |-|-|-|-
7464|Diagnosis|C0011900|SNOMEDCT_US|439401001|Diagnosis
7473|:**  <NEW_LINE>- |-|-|-|-
7481|Retinal Detachment Rhegmatogenous|C0271055|SNOMEDCT_US|19620000|Rhegmatogenous retinal detachment
7514|  <NEW_LINE><NEW_LINE>**|-|-|-|-
7520|Post-operative|C0032790|SNOMEDCT_US|262061000|Postoperative period
7534| |-|-|-|-
7535|Diagnosis|C0011900|SNOMEDCT_US|439401001|Diagnosis
7544|:**  <NEW_LINE>- |-|-|-|-
7552|Retinal Detachment Rhegmatogenous|C0271055|SNOMEDCT_US|19620000|Rhegmatogenous retinal detachment
7585|  <NEW_LINE><NEW_LINE>**|-|-|-|-
7591|Surgical Procedure|C0543467|SNOMEDCT_US|387713003|Surgical procedure
7609|:**  <NEW_LINE>- |-|-|-|-
7617|Scleral Buckle Procedure|C0036411|SNOMEDCT_US|26786002|Scleral buckling
7641|  <NEW_LINE>- |-|-|-|-
7646|Cryopexy Procedure|C0185024|SNOMEDCT_US|4344007|Cryopexy
7664|  <NEW_LINE>- |-|-|-|-
7669|Injection|C1533685|SNOMEDCT_US|59108006|Injection
7678| of |-|-|-|-
7682|Sulfur Hexafluoride|C0038779|SNOMEDCT_US|259276004|Sulfur hexafluoride
7701|  <NEW_LINE><NEW_LINE>**Operative Findings:**  <NEW_LINE>- |-|-|-|-
7733|Retinal Detachment Rhegmatogenous|C0271055|SNOMEDCT_US|19620000|Rhegmatogenous retinal detachment
7766|  <NEW_LINE>- |-|-|-|-
7771|Retinal Break|C0271055|<LOST>|<LOST>|Retinal defect
7784|  <NEW_LINE><NEW_LINE>**|-|-|-|-
7790|Hospital|C1510665|SNOMEDCT_US|22232009|Hospital
7798| |-|-|-|-
7799|Course|C0750729|SNOMEDCT_US|288524001|Courses
7805| and Treatment:**  <NEW_LINE>Post-|-|-|-|-
7830|operation|C0543467|SNOMEDCT_US|387713003|Surgical procedure
7839| subretinal |-|-|-|-
7851|fluid|C0444611|SNOMEDCT_US|255765007|Fluid
7856| observed. |-|-|-|-
7867|Buckling|C0231748|SNOMEDCT_US|19352007|Giving-way
7875| and |-|-|-|-
7880|cryotherapy|C4551716|SNOMEDCT_US|26782000|Cryotherapy
7891| were applied at the |-|-|-|-
7912|retinal break|C4551716|<LOST>|<LOST>|Retinal defect
7925| site and additional |-|-|-|-
7946|areas|C0205146|SNOMEDCT_US|42798000|Area (qualifier value)
7951|. |-|-|-|-
7953|Focal|C0205234|SNOMEDCT_US|87017008|Focal
7958| |-|-|-|-
7959|laser|C0023089|SNOMEDCT_US|122456005|Laser device
7964| |-|-|-|-
7965|photocoagulation|C0023694|SNOMEDCT_US|64879003|Photocoagulation
7981| applied bilaterally. On |-|-|-|-
8006|post-operative|C0032790|SNOMEDCT_US|262061000|Postoperative period
8020| day five, post-|-|-|-|-
8036|operation|C0543467|SNOMEDCT_US|387713003|Surgical procedure
8045| retinal reattachment was |-|-|-|-
8071|confirmed|C0521091|SNOMEDCT_US|74996004|Confirmation of (contextual qualifier)
8080|. |-|-|-|-
8082|Discharged|C0438953|SNOMEDCT_US|183665006|Discharged from hospital
8092| |-|-|-|-
8093|stable|C0205360|SNOMEDCT_US|58158008|Stable
8099|.<NEW_LINE><NEW_LINE>**Summary of |-|-|-|-
8115|In-hospital|C1510665|SNOMEDCT_US|22232009|Hospital
8126| |-|-|-|-
8127|Medications:|C5397314|SNOMEDCT_US|513881000000106|Current medication as reported by patient
8139|**  <NEW_LINE>- |-|-|-|-
8146|Gentamicin|C3854019|SNOMEDCT_US|387321007|Gentamicin
8156| Medication  <NEW_LINE>- |-|-|-|-
8172|Acetaminophen|C0373527|SNOMEDCT_US|46093004|Acetaminophen measurement
8185| Medication  <NEW_LINE>- |-|-|-|-
8201|Magnesium|C0024467|SNOMEDCT_US|72717003|Magnesium
8210| Medication  <NEW_LINE>- Sennosides Medication  <NEW_LINE>- |-|-|-|-
8252|Diazepam|C0012010|SNOMEDCT_US|387264003|Diazepam
8260| Medication  <NEW_LINE>- |-|-|-|-
8276|Betamethasone|C0005308|SNOMEDCT_US|116571008|Betamethasone
8289| Medication  <NEW_LINE>- |-|-|-|-
8305|Triamcinolone|C0040864|SNOMEDCT_US|116594009|Triamcinolone
8318| Medication  <NEW_LINE>- |-|-|-|-
8334|Tetracycline|C0039644|SNOMEDCT_US|372809001|Tetracycline
8346| Medication  <NEW_LINE>- |-|-|-|-
8362|Atropine|C0004259|SNOMEDCT_US|372832002|Atropine
8370| Medication  <NEW_LINE>- |-|-|-|-
8386|Betamethasone|C0005308|SNOMEDCT_US|116571008|Betamethasone
8399| Medication  <NEW_LINE>- |-|-|-|-
8415|Gentamicin|C3854019|SNOMEDCT_US|387321007|Gentamicin
8425| Medication  ********** |-|-|-|-
8449|Examination|C0031809|SNOMEDCT_US|302199004|Examination - action
8460| **********  <NEW_LINE>********** Record ************|-|-|-|-
8504|Laboratory|C0022877|SNOMEDCT_US|261904005|Laboratory
8514| Studies**  <NEW_LINE>None  <NEW_LINE><NEW_LINE>**|-|-|-|-
8537|Physical Findings|C0311392|SNOMEDCT_US|72670004|Sign (finding)
8554| |-|-|-|-
8555|Report|C0684224|SNOMEDCT_US|229059009|Report
8561|**  <NEW_LINE>None  <NEW_LINE><NEW_LINE>**|-|-|-|-
8576|Diagnostic Imaging|C0011923|SNOMEDCT_US|363679005|Imaging
8594| |-|-|-|-
8595|Study|C0557651|SNOMEDCT_US|224699009|Study
8600|**  <NEW_LINE>None  <NEW_LINE><NEW_LINE>**|-|-|-|-
8615|Transfer|C0348011|SNOMEDCT_US|129347002|Surgical transfer - action
8623|/|-|-|-|-
8624|Discharge Status|C0586514|SNOMEDCT_US|309039003|Discharge status
8640|**  <NEW_LINE>|-|-|-|-
8645|Changed|C0443172|SNOMEDCT_US|263703002|Changed status
8652| to |-|-|-|-
8656|outpatient|C0029921|SNOMEDCT_US|373864002|Outpatient
8666| care, showing improvement.  <NEW_LINE><NEW_LINE>**|-|-|-|-
8699|Pathology|C0030664|SNOMEDCT_US|394595002|Pathology
8708| Findings**  <NEW_LINE>None  <NEW_LINE><NEW_LINE>**|-|-|-|-
8732|Follow-up|C0589120|SNOMEDCT_US|308273005|Follow-up status
8741| Instructions and Medicinal Products**  <NEW_LINE>- **Post-|-|-|-|-
8791|Discharge|C0012621|SNOMEDCT_US|75823008|Discharge
8800| |-|-|-|-
8801|Position|C0733755|SNOMEDCT_US|246268007|Position
8809|:** Other: Head |-|-|-|-
8825|elevated|C0205250|SNOMEDCT_US|75540009|High (qualifier value)
8833|  <NEW_LINE>- **|-|-|-|-
8840|Eye Dressing|C1655207|SNOMEDCT_US|470138006|Eye dressing
8852| |-|-|-|-
8853|Technique|C0449851|SNOMEDCT_US|272394005|Technique
8862|:** |-|-|-|-
8866|Sterile|C0232920|SNOMEDCT_US|261029002|Sterile
8873| |-|-|-|-
8874|gauze|C0590323|SNOMEDCT_US|350785008|Gauzes
8879| pad with eye |-|-|-|-
8893|shield|C0183251|SNOMEDCT_US|30115002|Shield, device
8899|  <NEW_LINE>- **|-|-|-|-
